Codes,Names,PPH_2013,White (%),Mixed/multiple ethnic groups (%),Asian/Asian British (%),Black/African/Caribbean/Black British (%),Other ethnic group (%),BAME (%),Median Annual Household Income estimate (£)
E01002468,Hillingdon 010C,88,85.3,3.2,8.0,2.6,0.9,14.7,41641
E01002469,Hillingdon 010D,73,85.3,3.4,9.0,1.6,0.8,14.7,41387
E01002495,Hillingdon 010E,50,75.8,3.3,15.3,3.9,1.7,24.2,39384
E01002458,Hillingdon 011A,14,80.8,3.1,14.4,1.0,0.7,19.2,53743
E01002459,Hillingdon 011B,32,87.3,2.0,8.1,1.0,1.5,12.7,51288
E01002460,Hillingdon 011C,36,82.2,3.4,11.8,1.6,0.9,17.8,45954
E01002462,Hillingdon 011D,34,77.6,3.4,17.2,0.8,1.0,22.4,55390
E01002464,Hillingdon 011E,21,83.2,2.8,8.9,3.0,2.0,16.8,44323
E01002461,Hillingdon 013A,6,63.1,2.0,27.6,3.0,4.3,36.9,53294
E01002463,Hillingdon 013B,25,72.4,3.4,20.8,0.8,2.6,27.6,50697
E01002512,Hillingdon 013C,15,72.4,3.0,19.8,1.8,3.0,27.6,50964
E01002513,Hillingdon 013D,23,73.0,3.1,18.6,3.7,1.6,27.0,45627
E01002516,Hillingdon 013E,26,57.9,4.1,29.6,3.3,5.1,42.1,49684
E01002450,Hillingdon 014A,65,70.0,5.8,18.9,4.6,0.8,30.0,34702
E01002451,Hillingdon 014B,71,68.4,3.8,21.6,3.7,2.6,31.6,37382
E01002452,Hillingdon 014C,45,65.0,2.9,25.0,4.3,2.9,35.0,38074
E01002453,Hillingdon 014D,62,69.0,3.7,19.4,4.4,3.5,31.0,32493
E01002454,Hillingdon 014E,11,71.0,4.9,14.6,5.9,3.6,29.0,28644
E01002414,Hillingdon 015A,44,53.8,4.0,25.8,12.4,4.0,46.2,33592
E01002514,Hillingdon 015C,69,70.3,5.3,17.5,3.0,3.9,29.7,38117
E01002515,Hillingdon 015D,30,73.5,4.1,12.9,6.8,2.7,26.5,33106
E01033725,Hillingdon 015F,26,69.9,2.8,17.1,6.7,3.5,30.1,30918
E01002520,Hillingdon 016B,32,68.2,5.2,17.6,5.6,3.5,31.8,29889
E01002521,Hillingdon 016C,35,67.1,4.0,15.9,9.1,3.8,32.9,26364
E01002523,Hillingdon 016D,102,57.2,6.6,28.9,4.9,2.4,42.8,30387
E01033724,Hillingdon 016F,77,51.4,4.4,30.2,9.5,4.4,48.6,28747
E01002410,Hillingdon 017A,43,62.0,2.9,26.8,5.9,2.4,38.0,31213
E01002412,Hillingdon 017B,34,55.8,4.0,26.0,7.4,6.8,44.2,36029
E01002456,Hillingdon 017C,54,68.6,5.7,19.3,4.3,2.0,31.4,29300
E01002509,Hillingdon 017D,30,68.4,1.4,25.1,2.8,2.3,31.6,42489
E01002511,Hillingdon 017E,63,71.0,4.5,15.7,6.1,2.6,29.0,30618
E01002422,Hillingdon 018A,74,57.4,4.2,25.8,9.7,2.9,42.6,29279
E01002423,Hillingdon 018B,25,62.4,3.3,24.7,7.2,2.4,37.6,32465
E01002424,Hillingdon 018C,45,52.3,5.0,30.6,7.6,4.6,47.7,30259
E01002425,Hillingdon 018D,52,53.5,2.7,25.6,12.1,6.1,46.5,26071
E01002427,Hillingdon 018E,77,56.8,3.9,30.1,7.3,2.0,43.2,30016
E01002428,Hillingdon 018F,25,64.4,4.1,20.0,7.2,4.3,35.6,31059
E01002408,Hillingdon 019A,79,63.8,4.4,19.8,9.1,2.9,36.2,25996
E01002409,Hillingdon 019B,75,59.7,5.3,23.9,9.1,2.0,40.3,26873
E01002429,Hillingdon 019C,38,60.6,3.7,18.3,15.8,1.6,39.4,26810
E01002455,Hillingdon 019D,48,57.1,4.9,25.2,10.9,1.9,42.9,29562
E01002457,Hillingdon 019E,71,55.8,6.0,27.1,8.5,2.6,44.2,26278
E01002392,Hillingdon 020A,37,54.0,5.1,18.8,18.4,3.8,46.0,23763
E01002393,Hillingdon 020B,63,44.8,5.7,28.5,18.1,2.9,55.2,25655
E01002540,Hillingdon 020C,75,45.8,5.0,28.0,17.7,3.5,54.2,26349
E01002542,Hillingdon 020D,112,33.7,5.2,35.1,21.6,4.4,66.3,24284
E01002543,Hillingdon 020E,65,43.2,4.3,32.6,15.4,4.5,56.8,25098
E01002394,Hillingdon 021A,58,33.4,3.9,48.8,9.1,4.8,66.6,26460
E01002395,Hillingdon 021B,86,29.1,3.6,49.2,13.6,4.5,70.9,28363
E01002397,Hillingdon 021C,105,19.5,3.8,58.4,13.9,4.5,80.5,24133
E01002398,Hillingdon 021D,108,21.2,2.0,61.5,9.1,6.1,78.8,27268
E01002399,Hillingdon 021E,91,23.5,2.9,59.3,8.7,5.6,76.5,27671
E01002426,Hillingdon 021F,86,44.6,4.5,38.6,8.6,3.6,55.4,26967
E01002411,Hillingdon 022A,37,75.3,3.7,11.9,7.3,1.8,24.7,26565
E01002413,Hillingdon 022B,49,73.5,2.9,14.9,6.9,1.8,26.5,25644
E01002518,Hillingdon 022C,60,71.3,3.7,17.9,3.8,3.3,28.7,35018
E01002519,Hillingdon 022D,23,76.3,2.6,13.1,5.6,2.4,23.7,26281
E01002550,Hillingdon 022E,74,69.5,3.5,14.1,7.9,5.0,30.5,26665
E01002554,Hillingdon 022F,24,58.6,5.2,21.7,10.0,4.6,41.4,27521
E01002541,Hillingdon 023A,53,54.0,4.9,27.1,8.7,5.3,46.0,32216
E01002544,Hillingdon 023B,29,29.2,5.1,48.4,10.0,7.3,70.8,30950
E01002545,Hillingdon 023C,54,39.7,7.6,29.3,19.0,4.3,60.3,23746
E01002546,Hillingdon 023D,86,18.8,2.7,62.2,10.0,6.2,81.2,28286
E01002547,Hillingdon 023E,93,18.5,4.4,58.2,12.8,6.1,81.5,25731
E01002400,Hillingdon 024A,31,52.2,2.9,28.0,12.8,4.1,47.8,27539
E01002401,Hillingdon 024B,54,44.4,4.5,32.0,15.3,3.8,55.6,25585
E01002402,Hillingdon 024C,77,39.5,3.0,38.1,14.4,5.0,60.5,25778
E01002403,Hillingdon 024D,102,34.7,5.0,39.6,17.8,2.9,65.3,25033
E01002404,Hillingdon 024E,93,47.3,4.4,29.5,14.5,4.3,52.7,23660
E01002548,Hillingdon 025A,15,73.0,3.8,15.5,6.3,1.3,27.0,24566
E01002549,Hillingdon 025B,30,64.9,3.4,22.0,7.6,2.1,35.1,30154
E01002551,Hillingdon 025C,59,64.0,3.8,23.1,5.7,3.4,36.0,26548
E01002552,Hillingdon 025D,65,67.4,2.3,21.2,6.8,2.2,32.6,26489
E01002553,Hillingdon 025E,89,70.2,3.5,15.8,6.1,4.3,29.8,25887
E01002396,Hillingdon 026A,54,25.1,2.2,54.5,10.9,7.3,74.9,26082
E01002501,Hillingdon 026B,76,35.1,2.8,44.7,12.0,5.5,64.9,28545
E01002502,Hillingdon 026C,90,48.6,4.9,32.2,10.4,4.0,51.4,25745
E01002505,Hillingdon 026D,25,40.5,4.0,33.5,17.5,4.5,59.5,23447
E01002508,Hillingdon 026E,59,36.8,4.7,39.9,13.6,4.9,63.2,22760
E01002405,Hillingdon 027A,20,47.4,3.2,33.2,13.0,3.2,52.6,26691
E01002406,Hillingdon 027B,17,34.5,3.6,41.4,16.5,4.0,65.5,25605
E01002503,Hillingdon 027C,92,35.9,3.2,46.2,10.4,4.2,64.1,24824
E01002504,Hillingdon 027D,56,49.3,4.6,31.5,12.5,2.1,50.7,27503
E01002506,Hillingdon 027E,69,24.1,3.9,49.2,20.0,2.8,75.9,22827
E01002507,Hillingdon 027F,17,26.1,2.1,54.4,13.5,3.9,73.9,26996
E01002486,Hillingdon 028A,22,39.6,4.4,38.0,13.1,5.0,60.4,26818
E01002487,Hillingdon 028B,98,29.0,4.0,47.1,14.9,5.0,71.0,25665
E01002526,Hillingdon 028C,67,62.2,4.6,20.9,10.0,2.2,37.8,26233
E01002528,Hillingdon 028D,49,64.6,3.4,22.7,7.5,1.7,35.4,25613
E01002532,Hillingdon 028E,51,62.5,4.4,19.4,9.9,3.8,37.5,26456
E01002445,Hillingdon 029A,91,60.0,6.8,17.9,10.7,4.6,40.0,23684
E01002525,Hillingdon 029B,32,76.8,3.6,14.3,3.8,1.5,23.2,34322
E01002529,Hillingdon 029C,89,53.7,5.1,24.2,13.0,4.0,46.3,29536
E01002530,Hillingdon 029D,64,70.6,5.2,13.4,8.7,2.1,29.4,23346
E01002531,Hillingdon 029E,48,74.5,4.0,17.4,3.0,1.2,25.5,32995
E01002407,Hillingdon 030A,58,24.0,4.2,50.1,17.9,3.8,76.0,24712
E01002488,Hillingdon 030B,59,38.0,1.9,46.6,10.1,3.4,62.0,27191
E01002489,Hillingdon 030C,71,21.4,2.9,62.1,9.4,4.2,78.6,26788
E01002490,Hillingdon 030D,68,31.9,4.1,50.0,9.7,4.3,68.1,26867
E01002492,Hillingdon 030E,67,24.2,4.6,58.5,8.1,4.7,75.8,26803
E01002444,Hillingdon 031A,1,51.8,4.6,29.6,9.5,4.4,48.2,29103
E01002446,Hillingdon 031B,9,63.7,4.3,25.1,4.6,2.3,36.3,29629
E01002447,Hillingdon 031C,10,53.2,5.1,28.8,7.7,5.3,46.8,26709
E01002527,Hillingdon 031D,17,73.8,3.0,13.8,6.6,2.9,26.2,27721
E01002443,Hillingdon 032A,7,30.4,3.7,54.5,5.5,6.0,69.6,28901
E01002448,Hillingdon 032B,30,48.5,4.8,35.5,8.1,3.1,51.5,26744
E01002449,Hillingdon 032C,51,42.3,4.6,40.6,8.5,4.1,57.7,26143
E01002491,Hillingdon 032D,87,33.0,3.9,44.8,13.8,4.5,67.0,24872
E01002493,Hillingdon 032E,106,35.5,4.3,36.2,18.6,5.4,64.5,23872
E01002496,Hillingdon 033A,32,73.0,3.9,14.3,6.3,2.4,27.0,30937
E01002497,Hillingdon 033B,28,68.5,4.2,17.4,7.3,2.6,31.5,30475
E01002498,Hillingdon 033C,35,74.9,4.6,16.3,3.3,0.9,25.1,39176
E01002499,Hillingdon 033D,8,70.0,4.5,18.5,5.6,1.5,30.0,33340
E01032577,Hillingdon 033E,49,74.9,3.9,16.0,3.6,1.7,25.1,36670
E01002569,Hounslow 001A,87,85.0,3.4,6.2,3.4,2.0,15.0,56823
E01002570,Hounslow 001B,115,81.9,2.7,8.0,3.9,3.4,18.1,51585
E01002573,Hounslow 001C,86,85.8,3.3,6.1,3.5,1.4,14.2,63185
E01002574,Hounslow 001D,95,81.5,5.4,8.8,1.0,3.3,18.5,56203
E01002575,Hounslow 001E,74,82.1,4.8,7.7,2.3,3.1,17.9,60700
E01002562,Hounslow 003A,14,67.4,5.8,14.3,9.1,3.4,32.6,28851
E01002564,Hounslow 003B,78,64.7,6.4,13.7,11.5,3.7,35.3,28023
E01002566,Hounslow 003C,37,53.0,7.6,17.3,16.3,5.8,47.0,27047
E01002568,Hounslow 003D,150,58.6,6.6,16.8,14.4,3.7,41.4,25952
E01033081,Hounslow 003F,128,68.7,5.6,13.5,6.0,6.2,31.3,36522
E01033082,Hounslow 003G,49,73.8,5.1,12.5,6.0,2.6,26.2,33775
E01002620,Hounslow 004A,65,31.2,4.1,50.4,8.5,5.8,68.8,25861
E01002625,Hounslow 004B,86,15.2,1.8,71.1,4.3,7.6,84.8,28090
E01002626,Hounslow 004C,48,23.1,3.0,61.1,5.5,7.3,76.9,28708
E01002627,Hounslow 004D,136,25.3,4.7,47.1,14.6,8.3,74.7,25052
E01002631,Hounslow 004E,79,17.3,4.8,65.2,5.7,7.0,82.7,27491
E01002633,Hounslow 005A,17,38.3,3.8,41.6,12.4,4.0,61.7,21339
E01002634,Hounslow 005B,71,32.7,4.1,44.6,15.0,3.6,67.3,20398
E01002637,Hounslow 005C,25,12.5,2.8,61.6,15.4,7.7,87.5,21891
E01002638,Hounslow 005D,23,24.2,3.2,57.3,11.2,4.0,75.8,24455
E01002563,Hounslow 006A,31,67.2,4.8,19.4,6.0,2.6,32.8,39958
E01002565,Hounslow 006B,63,74.2,5.9,9.8,7.8,2.4,25.8,35705
E01002567,Hounslow 006C,77,80.3,4.3,8.5,4.2,2.7,19.7,41498
E01002684,Hounslow 006D,60,68.2,5.7,15.0,7.2,4.0,31.8,37029
E01002686,Hounslow 006E,17,68.4,4.6,12.7,10.9,3.3,31.6,25580
E01002571,Hounslow 007A,68,84.2,3.5,7.1,2.2,3.1,15.8,63950
E01002572,Hounslow 007B,18,68.3,6.9,7.0,12.8,5.0,31.7,28005
E01002577,Hounslow 007C,45,79.1,4.8,9.2,3.9,2.9,20.9,55498
E01002578,Hounslow 007D,30,80.8,4.7,10.0,1.6,2.9,19.2,59425
E01002689,Hounslow 007E,116,75.7,4.4,8.8,7.9,3.2,24.3,47170
E01002690,Hounslow 007F,81,84.4,3.2,6.3,3.1,3.1,15.6,63478
E01002576,Hounslow 008A,94,74.7,6.0,8.2,7.4,3.6,25.3,42197
E01002579,Hounslow 008B,43,84.1,4.3,7.4,2.1,2.2,15.9,56349
E01002580,Hounslow 008C,114,78.3,3.9,7.7,7.1,3.0,21.7,41423
E01002581,Hounslow 008D,103,81.6,4.7,8.0,3.1,2.6,18.4,51842
E01002582,Hounslow 008E,99,87.5,4.0,5.0,2.6,0.8,12.5,58511
E01002675,Hounslow 009A,86,49.7,4.1,35.0,5.9,5.3,50.3,43710
E01002678,Hounslow 009B,5,40.6,4.4,47.3,3.1,4.5,59.4,43096
E01002679,Hounslow 009C,39,49.0,3.7,38.2,2.2,6.9,51.0,39855
E01002680,Hounslow 009D,48,48.6,4.8,37.2,4.4,5.0,51.4,40955
E01002619,Hounslow 010A,83,19.0,3.9,69.0,3.6,4.5,81.0,28509
E01002622,Hounslow 010B,85,21.3,2.9,68.2,3.9,3.6,78.7,29894
E01002632,Hounslow 010C,51,21.6,2.7,65.3,4.6,5.7,78.4,29905
E01002635,Hounslow 010D,34,18.0,1.2,71.4,4.8,4.6,82.0,29243
E01002636,Hounslow 010E,97,20.6,1.7,68.2,5.0,4.4,79.4,27568
E01002618,Hounslow 011A,76,18.7,2.4,71.5,1.9,5.5,81.3,36566
E01002621,Hounslow 011B,63,26.1,2.4,60.8,6.7,4.0,73.9,27946
E01002623,Hounslow 011C,84,21.1,2.2,63.4,6.9,6.4,78.9,27295
E01002628,Hounslow 011D,56,25.1,3.1,62.5,4.1,5.2,74.9,32010
E01002629,Hounslow 011E,41,25.4,4.0,56.8,8.4,5.4,74.6,30239
E01002630,Hounslow 012A,77,25.5,2.7,59.7,5.3,6.8,74.5,32756
E01002639,Hounslow 012B,92,25.7,1.4,65.9,2.1,4.9,74.3,33370
E01002640,Hounslow 012C,85,17.9,2.0,72.8,2.8,4.4,82.1,31744
E01002674,Hounslow 012D,65,40.5,3.3,48.4,3.7,4.0,59.5,44348
E01002676,Hounslow 012E,18,29.4,3.3,61.4,1.9,4.1,70.6,48181
E01002583,Hounslow 013A,41,19.9,2.8,65.9,6.9,4.5,80.1,28907
E01002584,Hounslow 013B,54,17.0,2.5,71.6,4.6,4.3,83.0,26090
E01002585,Hounslow 013C,84,28.5,2.6,56.6,8.1,4.2,71.5,24726
E01002586,Hounslow 013D,40,16.8,2.2,72.2,3.9,4.9,83.2,27626
E01002589,Hounslow 013E,23,26.6,5.5,52.4,12.4,3.0,73.4,25124
E01002668,Hounslow 014A,60,68.8,5.0,17.2,7.0,2.0,31.2,37716
E01002669,Hounslow 014B,58,69.1,5.6,13.5,7.3,4.5,30.9,25786
E01002681,Hounslow 014C,66,56.3,5.9,22.0,10.7,5.2,43.7,29297
E01002682,Hounslow 014D,56,63.4,6.2,20.6,6.6,3.2,36.6,33423
E01002683,Hounslow 014E,105,66.4,5.3,19.8,5.3,3.2,33.6,40823
E01002642,Hounslow 015A,91,24.4,3.2,63.6,4.7,4.0,75.6,30094
E01002643,Hounslow 015B,73,43.6,4.7,41.6,7.2,3.0,56.4,29469
E01002645,Hounslow 015C,86,37.8,4.0,46.6,7.6,3.9,62.2,27546
E01002658,Hounslow 015D,79,74.9,4.9,14.3,4.3,1.7,25.1,45955
E01002677,Hounslow 015E,70,60.5,3.5,25.8,6.8,3.5,39.5,35996
E01002587,Hounslow 016A,87,24.2,2.2,63.7,6.9,3.1,75.8,26038
E01002588,Hounslow 016B,126,48.9,4.4,23.1,18.6,5.0,51.1,20383
E01002660,Hounslow 016C,67,19.9,3.0,67.6,3.4,6.1,80.1,28244
E01002661,Hounslow 016D,69,12.9,1.6,77.1,2.8,5.6,87.1,28168
E01002665,Hounslow 016E,121,26.1,2.8,61.4,6.7,2.8,73.9,24606
E01002624,Hounslow 017A,72,27.0,2.5,62.3,4.5,3.8,73.0,26949
E01002646,Hounslow 017B,142,26.3,3.8,56.8,8.7,4.4,73.7,24410
E01002662,Hounslow 017C,90,24.6,2.4,68.1,2.2,2.8,75.4,32650
E01002663,Hounslow 017D,128,28.9,4.4,57.0,6.8,2.8,71.1,25700
E01002664,Hounslow 017E,95,30.2,3.6,55.7,7.7,2.8,69.8,27963
E01002641,Hounslow 018A,99,29.4,3.2,59.4,4.5,3.6,70.6,28343
E01002648,Hounslow 018C,123,29.7,2.9,57.8,5.3,4.4,70.3,28483
E01002649,Hounslow 018D,95,39.3,4.3,46.7,7.1,2.6,60.7,27792
E01002657,Hounslow 018E,82,56.8,4.7,32.5,3.5,2.5,43.2,39314
E01033083,Hounslow 018F,140,15.0,1.9,78.4,2.8,1.9,85.0,42279
E01033084,Hounslow 018G,146,35.3,3.7,50.1,6.6,4.4,64.7,26678
E01002653,Hounslow 019A,86,31.2,3.3,55.8,4.7,5.0,68.8,32917
E01002654,Hounslow 019B,42,51.5,3.6,36.2,4.5,4.2,48.5,35241
E01002655,Hounslow 019C,78,51.3,5.2,38.1,3.2,2.2,48.7,37098
E01002656,Hounslow 019D,66,69.5,3.6,20.9,3.0,3.0,30.5,36866
E01002659,Hounslow 019E,52,59.4,4.2,28.7,5.9,1.7,40.6,32038
E01002667,Hounslow 020A,54,71.8,4.7,13.8,6.5,3.2,28.2,36499
E01002670,Hounslow 020B,41,72.3,3.7,15.8,5.7,2.5,27.7,33272
E01002671,Hounslow 020C,71,82.6,3.5,7.8,3.9,2.2,17.4,37866
E01002672,Hounslow 020D,62,49.3,4.5,23.8,18.8,3.7,50.7,26462
E01002673,Hounslow 020E,293,40.3,6.6,25.1,22.8,5.1,59.7,19867
E01002647,Hounslow 021A,129,29.8,3.2,53.9,8.5,4.7,70.2,27727
E01002650,Hounslow 021B,15,21.6,4.4,60.1,9.2,4.8,78.4,27781
E01002651,Hounslow 021C,136,20.2,4.2,65.2,5.8,4.6,79.8,28729
E01002652,Hounslow 021D,93,24.9,3.2,64.8,4.5,2.6,75.1,28827
E01002666,Hounslow 021E,63,25.7,1.9,65.1,4.8,2.4,74.3,26350
E01002555,Hounslow 022A,28,52.6,4.3,37.1,4.0,2.1,47.4,29805
E01002556,Hounslow 022B,87,61.5,2.7,26.4,6.8,2.6,38.5,29068
E01002590,Hounslow 022C,55,66.9,4.2,20.6,6.1,2.2,33.1,28472
E01002592,Hounslow 022D,12,57.7,3.8,28.1,7.8,2.7,42.3,26258
E01002595,Hounslow 022E,75,63.0,4.2,23.3,7.2,2.3,37.0,26445
E01002557,Hounslow 023A,53,68.2,3.3,21.2,5.4,1.9,31.8,27259
E01002558,Hounslow 023B,91,65.7,3.1,19.9,9.0,2.3,34.3,26210
E01002559,Hounslow 023C,10,65.5,5.0,19.9,8.4,1.2,34.5,27571
E01002560,Hounslow 023D,49,70.3,3.0,20.5,4.9,1.2,29.7,26043
E01002561,Hounslow 023E,59,67.7,4.5,14.6,9.1,4.2,32.3,23928
E01002591,Hounslow 024A,54,71.5,3.4,18.6,4.2,2.3,28.5,27013
E01002593,Hounslow 024B,48,61.5,2.9,28.4,4.6,2.6,38.5,29040
E01002594,Hounslow 024C,76,47.7,5.3,39.1,5.2,2.7,52.3,28311
E01002611,Hounslow 024D,21,68.5,4.6,20.2,5.0,1.7,31.5,29551
E01002612,Hounslow 024E,52,65.9,4.3,19.8,5.8,4.1,34.1,27311
E01002613,Hounslow 024F,81,63.5,3.2,26.3,4.7,2.3,36.5,28593
E01002598,Hounslow 025B,83,67.9,6.4,16.2,7.8,1.7,32.1,25054
E01002599,Hounslow 025C,89,70.1,4.2,16.3,7.0,2.4,29.9,26368
E01002600,Hounslow 025D,100,73.2,2.8,15.7,7.6,0.7,26.8,26120
E01002603,Hounslow 025E,89,62.6,3.5,22.0,8.8,3.1,37.4,29124
E01033000,Hounslow 025F,215,57.0,7.0,17.2,16.8,2.1,43.0,23741
E01033030,Hounslow 025G,264,39.2,4.5,48.8,5.5,2.0,60.8,36032
E01002604,Hounslow 026A,58,60.6,4.1,17.7,15.5,2.2,39.4,23281
E01002605,Hounslow 026B,58,68.2,3.6,18.9,6.3,2.9,31.8,25273
E01002606,Hounslow 026C,81,65.9,4.5,17.7,10.3,1.6,34.1,22144
E01002607,Hounslow 026D,60,63.9,6.1,18.7,8.0,3.3,36.1,27643
E01002615,Hounslow 026E,16,59.7,5.7,23.6,8.6,2.3,40.3,23627
E01002596,Hounslow 027A,41,60.2,5.0,18.7,13.2,3.0,39.8,28092
E01002601,Hounslow 027B,13,70.0,4.4,18.0,5.9,1.7,30.0,30037
E01002602,Hounslow 027C,69,85.9,3.2,6.1,3.1,1.7,14.1,34496
E01002614,Hounslow 027D,32,69.9,4.5,19.1,4.5,1.9,30.1,30010
E01002616,Hounslow 027E,61,77.8,4.2,11.2,5.6,1.2,22.2,29989
E01002608,Hounslow 028A,49,68.1,5.1,16.0,7.7,3.1,31.9,26366
E01002609,Hounslow 028B,83,77.4,3.3,13.2,3.7,2.4,22.6,31576
E01002610,Hounslow 028C,11,69.5,6.1,14.1,7.1,3.2,30.5,26698
E01002617,Hounslow 028D,36,80.1,3.6,11.2,4.2,0.9,19.9,37961
E01002687,Hounslow 029A,102,81.6,4.7,9.7,2.2,1.8,18.4,51707
E01002691,Hounslow 029B,32,66.0,6.0,16.9,4.8,6.4,34.0,41847
E01002692,Hounslow 029C,57,71.2,6.6,12.1,5.3,4.8,28.8,43565
E01002693,Hounslow 029D,85,79.9,3.5,9.7,3.4,3.5,20.1,47089
E01032573,Hounslow 029E,71,79.4,4.6,10.4,3.3,2.2,20.6,51505
E01003006,Kingston upon Thames 001A,48,79.5,3.6,12.5,0.9,3.5,20.5,48372
E01003007,Kingston upon Thames 001B,76,81.4,5.5,10.4,0.7,2.0,18.6,48423
E01003008,Kingston upon Thames 001C,71,81.2,6.1,9.5,1.4,1.7,18.8,54103
E01003009,Kingston upon Thames 001D,66,81.3,5.6,9.4,2.1,1.6,18.7,43361
E01003010,Kingston upon Thames 001E,52,87.9,3.2,7.1,0.5,1.3,12.1,58868
E01002952,Kingston upon Thames 002A,11,67.4,3.2,21.8,1.9,5.7,32.6,75477
E01002953,Kingston upon Thames 002B,12,60.9,6.7,25.8,2.6,4.1,39.1,57838
E01002955,Kingston upon Thames 002C,29,60.9,4.3,20.9,3.3,10.6,39.1,37995
E01002956,Kingston upon Thames 002D,27,66.1,4.3,18.0,3.5,8.0,33.9,52944
E01002959,Kingston upon Thames 002E,33,62.2,4.1,27.6,2.9,3.1,37.8,65689
E01002935,Kingston upon Thames 003A,106,75.8,4.0,15.9,1.5,2.8,24.2,39747
E01002938,Kingston upon Thames 003B,86,84.2,4.6,7.9,1.6,1.8,15.8,51296
E01002951,Kingston upon Thames 003C,73,77.6,3.1,11.6,1.8,5.9,22.4,49780
E01002954,Kingston upon Thames 003D,61,64.2,5.4,19.6,3.9,6.8,35.8,35882
E01002957,Kingston upon Thames 003E,80,54.6,5.8,24.8,8.2,6.5,45.4,27577
E01002933,Kingston upon Thames 004A,123,81.4,5.3,9.6,1.9,1.9,18.6,36147
E01002934,Kingston upon Thames 004B,93,83.4,3.2,10.2,1.3,2.0,16.6,54353
E01002937,Kingston upon Thames 004D,120,84.4,5.1,7.3,1.8,1.4,15.6,51197
E01003011,Kingston upon Thames 004E,69,83.3,4.9,7.5,1.1,3.2,16.7,48880
E01033568,Kingston upon Thames 004F,143,61.4,8.4,19.4,3.2,7.5,38.6,38979
E01033569,Kingston upon Thames 004G,104,75.7,4.6,13.2,2.3,4.2,24.3,41573
E01002964,Kingston upon Thames 005A,76,76.0,4.0,12.3,4.8,2.9,24.0,30823
E01002969,Kingston upon Thames 005B,271,55.0,6.1,23.8,10.2,5.0,45.0,20510
E01002971,Kingston upon Thames 005C,57,80.7,3.3,9.2,4.3,2.5,19.3,35316
E01002972,Kingston upon Thames 005D,115,73.0,4.8,14.3,3.4,4.5,27.0,32510
E01002974,Kingston upon Thames 005E,92,71.3,4.9,15.7,5.0,3.2,28.7,35771
E01002932,Kingston upon Thames 006A,80,63.8,5.5,20.3,5.7,4.8,36.2,28071
E01002960,Kingston upon Thames 006B,63,58.9,4.9,30.7,1.5,3.9,41.1,48093
E01002962,Kingston upon Thames 006C,63,62.8,3.3,27.4,3.0,3.4,37.2,32418
E01002970,Kingston upon Thames 006D,57,71.2,3.7,17.8,4.2,3.1,28.8,27734
E01002973,Kingston upon Thames 006E,47,61.2,3.7,25.7,5.4,4.0,38.8,27784
E01002929,Kingston upon Thames 007A,27,76.3,3.9,16.8,1.2,1.9,23.7,53284
E01002930,Kingston upon Thames 007B,66,65.3,3.6,25.6,3.3,2.2,34.7,35165
E01002931,Kingston upon Thames 007C,63,65.4,5.3,25.8,1.5,2.0,34.6,44525
E01002963,Kingston upon Thames 007D,98,67.0,3.1,25.5,1.9,2.5,33.0,36103
E01002985,Kingston upon Thames 007E,102,43.8,2.6,48.4,2.3,2.8,56.2,34124
E01002927,Kingston upon Thames 008A,72,68.0,3.0,24.0,2.2,2.8,32.0,34903
E01002928,Kingston upon Thames 008B,65,66.5,3.3,26.7,1.7,1.8,33.5,36355
E01002958,Kingston upon Thames 008C,94,79.8,3.5,13.8,1.4,1.5,20.2,41775
E01002961,Kingston upon Thames 008D,54,67.8,4.9,22.7,1.0,3.7,32.2,51647
E01002986,Kingston upon Thames 008E,30,63.0,3.7,29.5,1.3,2.4,37.0,35913
E01002965,Kingston upon Thames 009A,75,74.4,4.2,13.9,2.8,4.8,25.6,34279
E01002967,Kingston upon Thames 009B,96,82.6,4.5,9.0,1.8,2.1,17.4,45794
E01002968,Kingston upon Thames 009C,51,68.8,4.6,18.7,3.2,4.8,31.2,36269
E01002990,Kingston upon Thames 009D,104,79.9,3.6,12.5,1.3,2.7,20.1,40550
E01002991,Kingston upon Thames 009E,71,82.1,4.2,10.1,1.7,2.0,17.9,44970
E01002922,Kingston upon Thames 010A,50,86.2,3.4,8.5,0.7,1.2,13.8,47367
E01002926,Kingston upon Thames 010B,53,83.8,3.6,8.9,2.3,1.4,16.2,46100
E01002966,Kingston upon Thames 010C,38,86.3,4.0,7.0,1.6,1.1,13.7,40311
E01002992,Kingston upon Thames 010D,62,75.6,5.2,12.6,5.0,1.6,24.4,36705
E01002921,Kingston upon Thames 011A,94,76.6,3.3,15.7,1.9,2.5,23.4,34506
E01002987,Kingston upon Thames 011B,81,76.3,3.1,13.2,4.9,2.5,23.7,34366
E01002988,Kingston upon Thames 011C,90,74.4,5.4,12.6,5.7,1.8,25.6,43602
E01002989,Kingston upon Thames 011D,124,84.5,4.3,8.4,1.1,1.7,15.5,51716
E01002975,Kingston upon Thames 012A,49,50.5,3.5,40.0,2.3,3.6,49.5,39069
E01002977,Kingston upon Thames 012B,57,67.8,3.2,22.6,3.2,3.2,32.2,30431
E01002980,Kingston upon Thames 012C,62,62.3,2.5,30.3,1.5,3.5,37.7,41248
E01002981,Kingston upon Thames 012D,42,54.0,2.8,38.0,2.1,3.0,46.0,44496
E01002984,Kingston upon Thames 012E,53,60.7,4.8,29.1,2.2,3.2,39.3,36853
